raw_text,label
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 6200",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 8990",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/45176 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.254.101/invoice.pdf.exe,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.44.246/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.85.175/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/98098 to update your info within 24 hours.",1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7920",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.209.101/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4596",0
"Here is the invoice you requested for the software licensing.

Ref: 7612",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/92381,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.192.13/admin-login,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/76760,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.109.39/secure-update to avoid permanent account deletion.,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1963",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.229.177/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/34851,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/52944 to update your info within 24 hours.",1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4014",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 9849",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 4227",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2467",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4732",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.60.213/admin-login,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 5227",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/95484 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7541",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.43.182/invoice.pdf.exe,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2719",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.38.190/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/17661 to update your info within 24 hours.",1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2938",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.82.22/admin-login,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4890",0
"Here is the invoice you requested for the software licensing.

Ref: 3760",0
"Here is the invoice you requested for the software licensing.

Ref: 5318",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.189.97/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1085",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 5364",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/51456,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.248.234/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.15.191/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5845",0
"Here is the invoice you requested for the software licensing.

Ref: 9177",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7610",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 3630",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7497",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7016",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.226.163/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.166.116/admin-login,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.6.208/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 6242",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2169",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1752",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/11530 to update your info within 24 hours.",1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7802",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 3101",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.3.100/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/97431 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/40527,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.230.45/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 8288",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 8751",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 9001",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 9765",0
"Here is the invoice you requested for the software licensing.

Ref: 2387",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/73501 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.110.92/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1182",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 2977",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8856",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.75.220/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/16652 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/28925 to update your info within 24 hours.",1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.138.197/secure-update to avoid permanent account deletion.,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5795",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.43.187/invoice.pdf.exe,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.188.43/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/73660 to update your info within 24 hours.",1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.121.45/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4349",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.153.116/invoice.pdf.exe,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 9722",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2916",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5480",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/73093,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.236.235/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 7094",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.39.35/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/98605,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/34934 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.48.225/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/28688,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.41.66/secure-update to avoid permanent account deletion.,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/49760 to update your info within 24 hours.",1
"Here is the invoice you requested for the software licensing.

Ref: 8243",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/88176 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/47968 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/63721 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/37739 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/48810,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/84473 to update your info within 24 hours.",1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 6821",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/74991,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/61082,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.194.172/secure-update to avoid permanent account deletion.,1
"Here is the invoice you requested for the software licensing.

Ref: 7695",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/77759 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/64823 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/37310,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.69.202/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.175.241/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 7172",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8134",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 6181",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 8209",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 3498",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 5996",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.195.132/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.155.72/secure-update to avoid permanent account deletion.,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 5342",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/56053,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.95.230/admin-login,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6608",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 3231",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/78302 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/97149,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7221",0
"Here is the invoice you requested for the software licensing.

Ref: 9958",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 4187",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7647",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.86.140/secure-update to avoid permanent account deletion.,1
"Here is the invoice you requested for the software licensing.

Ref: 2305",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 2154",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 2080",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.43.193/secure-update to avoid permanent account deletion.,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 1188",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.13.84/admin-login,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8964",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.189.37/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/96693 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/71345 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.196.26/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 5662",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7055",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 3497",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 9311",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/92001 to update your info within 24 hours.",1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 6773",0
"Here is the invoice you requested for the software licensing.

Ref: 2307",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2477",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7135",0
"Here is the invoice you requested for the software licensing.

Ref: 7947",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.42.155/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 3450",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 3923",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.107.138/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.188.59/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1570",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 4198",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.46.202/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/29855 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/31263,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.74.62/admin-login,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2123",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1134",0
"Here is the invoice you requested for the software licensing.

Ref: 2709",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/30866,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.77.180/invoice.pdf.exe,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 9392",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1670",0
"Here is the invoice you requested for the software licensing.

Ref: 2760",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.242.216/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/58501 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.145.236/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5059",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.195.63/secure-update to avoid permanent account deletion.,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.28.234/admin-login,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5590",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 4310",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.196.162/invoice.pdf.exe,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.97.169/secure-update to avoid permanent account deletion.,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.75.178/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 5034",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 6945",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.62.159/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.140.236/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2785",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 2273",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4103",0
"Here is the invoice you requested for the software licensing.

Ref: 1389",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/15186,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.42.239/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 5652",0
"Here is the invoice you requested for the software licensing.

Ref: 6401",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/40446 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.207.243/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/70446,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 6250",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.232.137/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4812",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 6988",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 5620",0
"Here is the invoice you requested for the software licensing.

Ref: 3786",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5571",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 3378",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.250.32/secure-update to avoid permanent account deletion.,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8617",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.205.59/admin-login,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2579",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.143.227/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2860",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.240.128/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.225.181/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/63717 to update your info within 24 hours.",1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.207.188/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/64596,1
"Here is the invoice you requested for the software licensing.

Ref: 3632",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.162.121/invoice.pdf.exe,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7882",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4758",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.25.205/secure-update to avoid permanent account deletion.,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 4628",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 1689",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7549",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 4768",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 8643",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 6622",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/13408,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.190.133/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 7417",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.201.146/secure-update to avoid permanent account deletion.,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5392",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 5654",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.81.185/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5569",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.47.42/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.64.246/admin-login,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1696",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.113.203/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 4500",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/74543,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/19366 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 3694",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.37.206/secure-update to avoid permanent account deletion.,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.222.219/secure-update to avoid permanent account deletion.,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.7.202/admin-login,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 6540",0
"Here is the invoice you requested for the software licensing.

Ref: 9494",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.21.193/secure-update to avoid permanent account deletion.,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 9455",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 7610",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2143",0
"Here is the invoice you requested for the software licensing.

Ref: 1654",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 7521",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.220.250/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/32495,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7635",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.151.237/secure-update to avoid permanent account deletion.,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 3850",0
